,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Country,Postal Code,Market_x,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Returned,Market_y
20,IN-2014-75470,3/11/2014,3/13/2014,Second Class,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",3063.27,7,0.0,581.91,609.24,High,Yes,APAC
21,IN-2014-75470,3/11/2014,3/13/2014,Second Class,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,OFF-EN-10003498,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",231.15,5,0.0,85.5,25.88,High,Yes,APAC
22,IN-2014-75470,3/11/2014,3/13/2014,Second Class,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",166.68,1,0.0,18.33,20.55,High,Yes,APAC
23,IN-2014-75470,3/11/2014,3/13/2014,Second Class,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,OFF-EN-10001136,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Recycled",137.16,3,0.0,26.01,15.89,High,Yes,APAC
24,IN-2014-75470,3/11/2014,3/13/2014,Second Class,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,OFF-BI-10003917,Office Supplies,Binders,"Avery Hole Reinforcements, Economy",13.23,3,0.0,3.96,2.45,High,Yes,APAC
25,IT-2014-4499061,3/18/2014,3/21/2014,Second Class,Rachel Payne,Corporate,Chelles,Ile-de-France,France,,EU,Central,TEC-CO-10004099,Technology,Copiers,"Sharp Fax Machine, Digital",1505.979,6,0.15,-265.761,498.52,Critical,Yes,EU
26,IT-2014-4499061,3/18/2014,3/21/2014,Second Class,Rachel Payne,Corporate,Chelles,Ile-de-France,France,,EU,Central,TEC-CO-10004034,Technology,Copiers,"Canon Fax Machine, High-Speed",1076.406,4,0.15,-38.034,84.05,Critical,Yes,EU
27,IT-2014-4499061,3/18/2014,3/21/2014,Second Class,Rachel Payne,Corporate,Chelles,Ile-de-France,France,,EU,Central,OFF-EN-10003073,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",117.0,6,0.0,17.46,24.72,Critical,Yes,EU
28,IN-2013-17041,10/2/2013,10/4/2013,First Class,Sean O'Donnell,Consumer,Changchun,Jilin,China,,APAC,North Asia,OFF-AP-10002090,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",3000.78,6,0.0,1080.18,465.63,High,Yes,APAC
29,IN-2013-17041,10/2/2013,10/4/2013,First Class,Sean O'Donnell,Consumer,Changchun,Jilin,China,,APAC,North Asia,OFF-ST-10002650,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",412.8,2,0.0,132.06,122.47,High,Yes,APAC
30,IN-2013-48184,6/10/2013,6/10/2013,Same Day,Nathan Mautz,Home Office,Shenzhen,Guangdong,China,,APAC,North Asia,TEC-CO-10003819,Technology,Copiers,"Sharp Copy Machine, High-Speed",957.6,4,0.0,0.0,427.1,Critical,Yes,APAC
31,IN-2013-48184,6/10/2013,6/10/2013,Same Day,Nathan Mautz,Home Office,Shenzhen,Guangdong,China,,APAC,North Asia,FUR-CH-10003616,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",1381.32,3,0.0,593.91,403.15,Critical,Yes,APAC
32,IN-2013-48184,6/10/2013,6/10/2013,Same Day,Nathan Mautz,Home Office,Shenzhen,Guangdong,China,,APAC,North Asia,OFF-EN-10003632,Office Supplies,Envelopes,"Jiffy Mailers, Recycled",35.97,1,0.0,5.37,1.79,Critical,Yes,APAC
33,ID-2011-64599,2/10/2011,2/15/2011,Standard Class,Carol Adams,Corporate,Fuji,Shizuoka,Japan,,APAC,North Asia,TEC-PH-10000303,Technology,Phones,"Samsung Smart Phone, VoIP",6998.64,11,0.0,2939.31,413.8,Medium,Yes,APAC
34,ID-2011-64599,2/10/2011,2/15/2011,Standard Class,Carol Adams,Corporate,Fuji,Shizuoka,Japan,,APAC,North Asia,OFF-SU-10001407,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",307.44,7,0.0,70.56,21.57,Medium,Yes,APAC
35,ID-2011-64599,2/10/2011,2/15/2011,Standard Class,Carol Adams,Corporate,Fuji,Shizuoka,Japan,,APAC,North Asia,FUR-FU-10003198,Furniture,Furnishings,"Rubbermaid Photo Frame, Erganomic",201.48,4,0.0,24.12,12.3,Medium,Yes,APAC
36,CA-2014-111556,11/21/2014,11/23/2014,First Class,Carlos Daly,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3,0.0,327.5922,394.57,Critical,Yes,United States
37,CA-2014-111556,11/21/2014,11/23/2014,First Class,Carlos Daly,Consumer,New York City,New York,United States,10035.0,US,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2,0.2,-25.2956,73.19,Critical,Yes,United States
38,CA-2014-111556,11/21/2014,11/23/2014,First Class,Carlos Daly,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3,0.0,19.3116,21.57,Critical,Yes,United States
39,CA-2014-111556,11/21/2014,11/23/2014,First Class,Carlos Daly,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0.0,22.4448,11.98,Critical,Yes,United States
40,IN-2011-86278,10/6/2011,10/11/2011,Standard Class,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,FUR-TA-10000022,Furniture,Tables,"Hon Conference Table, Adjustable Height",3694.68,4,0.0,886.68,382.77,High,Yes,APAC
41,IN-2011-86278,10/6/2011,10/11/2011,Standard Class,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,FUR-BO-10001362,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",822.42,2,0.0,123.36,133.88,High,Yes,APAC
42,IN-2011-86278,10/6/2011,10/11/2011,Standard Class,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,TEC-AC-10004018,Technology,Accessories,"SanDisk Memory Card, USB",900.96,8,0.0,441.36,114.38,High,Yes,APAC
43,IN-2011-86278,10/6/2011,10/11/2011,Standard Class,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,FUR-TA-10000670,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",538.56,2,0.0,166.92,73.73,High,Yes,APAC
44,IN-2011-86278,10/6/2011,10/11/2011,Standard Class,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,TEC-CO-10002696,Technology,Copiers,"Hewlett Personal Copier, Color",582.84,4,0.0,262.2,57.29,High,Yes,APAC
45,IN-2011-86278,10/6/2011,10/11/2011,Standard Class,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,TEC-AC-10002130,Technology,Accessories,"Logitech Flash Drive, Erganomic",56.64,2,0.0,24.9,9.93,High,Yes,APAC
46,IN-2014-61932,4/17/2014,4/17/2014,Same Day,Helen Andreada,Consumer,Wuhai,Inner Mongolia,China,,APAC,North Asia,TEC-PH-10001457,Technology,Phones,"Apple Smart Phone, Full Size",1275.0,2,0.0,140.22,377.58,Critical,Yes,APAC
47,IN-2014-61932,4/17/2014,4/17/2014,Same Day,Helen Andreada,Consumer,Wuhai,Inner Mongolia,China,,APAC,North Asia,OFF-ST-10000351,Office Supplies,Storage,"Smead Shelving, Wire Frame",192.0,4,0.0,1.92,43.1,Critical,Yes,APAC
48,IN-2014-61932,4/17/2014,4/17/2014,Same Day,Helen Andreada,Consumer,Wuhai,Inner Mongolia,China,,APAC,North Asia,FUR-FU-10004820,Furniture,Furnishings,"Advantus Photo Frame, Erganomic",103.2,2,0.0,44.34,23.96,Critical,Yes,APAC
49,ID-2014-41191,11/7/2014,11/9/2014,First Class,Dana Kaydos,Consumer,Surabaya,Jawa Timur,Indonesia,,APAC,Southeast Asia,OFF-AP-10002793,Office Supplies,Appliances,"KitchenAid Stove, Black",3309.2598,7,0.17,318.8598,374.8,High,Yes,APAC
50,ID-2014-41191,11/7/2014,11/9/2014,First Class,Dana Kaydos,Consumer,Surabaya,Jawa Timur,Indonesia,,APAC,Southeast Asia,FUR-BO-10001155,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",394.6455,3,0.07,-4.32450000000001,54.08,High,Yes,APAC
51,ES-2014-4856325,5/16/2014,5/19/2014,First Class,Valerie Mitchum,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,,EU,Central,FUR-BO-10000120,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",1189.242,9,0.1,250.992,334.23,High,Yes,EU
52,ES-2014-4856325,4/25/2014,4/26/2014,First Class,Gary Hansen,Home Office,Paris,Ile-de-France,France,,EU,Central,TEC-AC-10000140,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",402.78,7,0.0,92.61,67.37,High,Yes,EU
53,ES-2014-4856325,5/16/2014,5/19/2014,First Class,Valerie Mitchum,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,,EU,Central,OFF-SU-10002094,Office Supplies,Supplies,"Acme Letter Opener, Steel",118.44,4,0.0,48.48,26.2,High,Yes,EU
54,IT-2011-1646767,7/14/2011,7/15/2011,First Class,Melanie Seite,Consumer,London,England,United Kingdom,,EU,North,TEC-MA-10001777,Technology,Machines,"Okidata Printer, Red",956.34,4,0.1,-95.7,324.98,Critical,Yes,EU
55,IT-2011-1646767,7/14/2011,7/15/2011,First Class,Melanie Seite,Consumer,London,England,United Kingdom,,EU,North,TEC-PH-10002597,Technology,Phones,"Apple Signal Booster, with Caller ID",737.91,6,0.1,-8.37,204.65,Critical,Yes,EU
56,IN-2014-10979,10/31/2014,11/4/2014,Standard Class,Meg O'Connel,Home Office,Hamamatsu,Shizuoka,Japan,,APAC,North Asia,OFF-AP-10001931,Office Supplies,Appliances,"Cuisinart Stove, Red",4306.32,8,0.0,1722.48,314.15,Medium,Yes,APAC
57,IN-2014-10979,10/31/2014,11/4/2014,Standard Class,Meg O'Connel,Home Office,Hamamatsu,Shizuoka,Japan,,APAC,North Asia,TEC-CO-10000679,Technology,Copiers,"Hewlett Personal Copier, High-Speed",427.41,3,0.0,4.23,27.77,Medium,Yes,APAC
58,IN-2014-10979,10/31/2014,11/4/2014,Standard Class,Meg O'Connel,Home Office,Hamamatsu,Shizuoka,Japan,,APAC,North Asia,OFF-ST-10001743,Office Supplies,Storage,"Tenex Folders, Wire Frame",66.87,3,0.0,11.97,5.24,Medium,Yes,APAC
59,MX-2013-147844,11/15/2013,11/19/2013,Standard Class,Bobby Odegard,Consumer,Metepec,México,Mexico,,LATAM,North,TEC-PH-10003457,Technology,Phones,"Cisco Smart Phone, Full Size",3045.84,7,0.0,1035.58,309.75,High,Yes,LATAM
60,MX-2013-147844,11/15/2013,11/19/2013,Standard Class,Bobby Odegard,Consumer,Metepec,México,Mexico,,LATAM,North,FUR-BO-10002906,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",328.16,5,0.2,-36.94,61.63,High,Yes,LATAM
61,MX-2011-131478,12/8/2011,12/8/2011,Same Day,Brooke Gillingham,Corporate,Culiacán,Sinaloa,Mexico,,LATAM,North,FUR-CH-10004095,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",2226.816,9,0.2,500.976,308.66,High,Yes,LATAM
62,MX-2011-131478,12/8/2011,12/8/2011,Same Day,Brooke Gillingham,Corporate,Culiacán,Sinaloa,Mexico,,LATAM,North,FUR-CH-10001455,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",188.192,2,0.2,2.352,31.73,High,Yes,LATAM
63,MX-2011-131478,12/8/2011,12/8/2011,Same Day,Brooke Gillingham,Corporate,Culiacán,Sinaloa,Mexico,,LATAM,North,OFF-AR-10003897,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",55.92,3,0.0,10.62,10.07,High,Yes,LATAM
64,MX-2011-131478,12/8/2011,12/8/2011,Same Day,Brooke Gillingham,Corporate,Culiacán,Sinaloa,Mexico,,LATAM,North,OFF-AR-10000974,Office Supplies,Art,"Stanley Pens, Fluorescent",52.78,7,0.0,20.58,6.31,High,Yes,LATAM
65,ES-2013-1525878,11/4/2013,11/6/2013,Second Class,Larry Tron,Consumer,Rome,Lazio,Italy,,EU,South,OFF-AP-10002321,Office Supplies,Appliances,"Hoover Microwave, Silver",1856.34,6,0.0,909.54,305.25,Critical,Yes,EU
66,ES-2013-1525878,11/4/2013,11/6/2013,Second Class,Larry Tron,Consumer,Rome,Lazio,Italy,,EU,South,OFF-EN-10003785,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",77.1,2,0.0,0.72,11.88,Critical,Yes,EU
67,CA-2014-158729,12/20/2014,12/22/2014,First Class,Amy Cox,Consumer,Lafayette,Louisiana,United States,70506.0,US,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.3124,287.77,High,Yes,United States
68,IN-2011-76758,12/6/2011,12/13/2011,Standard Class,Andrew Gjertsen,Corporate,Xiangtan,Hunan,China,,APAC,North Asia,TEC-CO-10000562,Technology,Copiers,"HP Wireless Fax, Digital",2518.95,7,0.0,553.98,283.09,Medium,Yes,APAC
69,IN-2011-76758,12/6/2011,12/13/2011,Standard Class,Andrew Gjertsen,Corporate,Xiangtan,Hunan,China,,APAC,North Asia,OFF-AR-10001965,Office Supplies,Art,"BIC Markers, Easy-Erase",80.1,3,0.0,17.55,4.4,Medium,Yes,APAC
70,IN-2011-76758,12/6/2011,12/13/2011,Standard Class,Andrew Gjertsen,Corporate,Xiangtan,Hunan,China,,APAC,North Asia,OFF-PA-10003686,Office Supplies,Paper,"SanDisk Message Books, Multicolor",50.46,2,0.0,1.5,2.34,Medium,Yes,APAC
71,IN-2011-76758,12/6/2011,12/13/2011,Standard Class,Andrew Gjertsen,Corporate,Xiangtan,Hunan,China,,APAC,North Asia,OFF-BI-10003142,Office Supplies,Binders,"Acco Binder Covers, Clear",25.56,2,0.0,0.0,1.53,Medium,Yes,APAC
72,ES-2014-1015287,4/16/2014,4/16/2014,Same Day,Brad Norvell,Corporate,Dudley,England,United Kingdom,,EU,North,FUR-BO-10003697,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",996.3,5,0.0,119.55,282.58,Critical,Yes,EU
73,ES-2014-1015287,4/16/2014,4/16/2014,Same Day,Brad Norvell,Corporate,Dudley,England,United Kingdom,,EU,North,TEC-CO-10003471,Technology,Copiers,"Hewlett Fax and Copier, Color",777.24,4,0.0,170.88,205.01,Critical,Yes,EU
74,CA-2014-136308,11/17/2014,11/17/2014,Same Day,Mitch Willingham,Corporate,San Francisco,California,United States,94122.0,US,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,282.43,High,Yes,United States
75,ES-2013-2003988,8/1/2013,8/2/2013,First Class,Steven Ward,Corporate,Ris-Orangis,Ile-de-France,France,,EU,Central,FUR-BO-10003103,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",1850.445,5,0.1,184.995,281.82,High,Yes,EU
76,ES-2013-2003988,8/1/2013,8/2/2013,First Class,Steven Ward,Corporate,Ris-Orangis,Ile-de-France,France,,EU,Central,OFF-AR-10001110,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",450.66,14,0.0,170.94,111.07,High,Yes,EU
77,ES-2013-2003988,9/3/2013,9/8/2013,Second Class,Nathan Mautz,Home Office,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,,EU,Central,OFF-AP-10003032,Office Supplies,Appliances,"Hamilton Beach Blender, Silver",255.744,4,0.1,-28.416,24.4,High,Yes,EU
78,ES-2013-2003988,9/3/2013,9/8/2013,Second Class,Nathan Mautz,Home Office,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,,EU,Central,OFF-AR-10003651,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",81.27,3,0.0,40.59,5.02,High,Yes,EU
79,ES-2013-2003988,11/15/2013,11/17/2013,First Class,Carol Darley,Consumer,Toulon,Provence-Alpes-Côte d'Azur,France,,EU,Central,OFF-BI-10000341,Office Supplies,Binders,"Ibico Binding Machine, Recycled",51.78,1,0.0,9.3,4.55,Medium,Yes,EU
80,ES-2013-2003988,9/3/2013,9/8/2013,Second Class,Nathan Mautz,Home Office,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,,EU,Central,OFF-LA-10000648,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",26.28,4,0.0,10.44,2.81,High,Yes,EU
81,MX-2012-111178,5/4/2012,5/9/2012,Standard Class,Arthur Gainer,Consumer,Mexico City,Distrito Federal,Mexico,,LATAM,North,OFF-AP-10001106,Office Supplies,Appliances,"Hamilton Beach Stove, White",3242.88,9,0.0,324.18,279.53,Medium,Yes,LATAM
82,MX-2012-111178,5/4/2012,5/9/2012,Standard Class,Arthur Gainer,Consumer,Mexico City,Distrito Federal,Mexico,,LATAM,North,OFF-AP-10001106,Office Supplies,Appliances,"Hamilton Beach Stove, White",720.64,2,0.0,72.04,65.58,Medium,Yes,LATAM
83,CA-2011-108609,10/31/2011,11/2/2011,Second Class,Anthony Jacobs,Corporate,Lorain,Ohio,United States,44052.0,US,East,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,8,0.4,-734.5264,277.66,Critical,Yes,United States
84,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,FUR-BO-10004771,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",2470.5,6,0.0,518.76,276.29,Medium,Yes,APAC
85,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,TEC-CO-10003901,Technology,Copiers,"HP Copy Machine, Color",1693.23,7,0.0,829.5,262.52,Medium,Yes,APAC
86,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,TEC-PH-10000896,Technology,Phones,"Cisco Signal Booster, VoIP",911.52,6,0.0,309.78,52.21,Medium,Yes,APAC
87,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,OFF-AP-10002283,Office Supplies,Appliances,"Hoover Toaster, Silver",421.95,5,0.0,122.25,40.41,Medium,Yes,APAC
88,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,OFF-ST-10004847,Office Supplies,Storage,"Tenex File Cart, Blue",532.8,4,0.0,245.04,30.67,Medium,Yes,APAC
89,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,OFF-PA-10004286,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",94.02,2,0.0,24.42,6.06,Medium,Yes,APAC
90,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,OFF-BI-10000206,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",33.57,3,0.0,13.41,2.84,Medium,Yes,APAC
91,IN-2011-33183,10/27/2011,10/29/2011,Second Class,Sarah Bern,Consumer,Huaibei,Anhui,China,,APAC,North Asia,OFF-ST-10003606,Office Supplies,Storage,"Smead Box, Single Width",10.8,1,0.0,2.7,0.75,Medium,Yes,APAC
92,US-2012-126214,12/21/2012,12/24/2012,Second Class,John Stevenson,Consumer,Seattle,Washington,United States,98103.0,US,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414,275.6,High,Yes,United States
93,US-2012-126214,12/21/2012,12/24/2012,Second Class,John Stevenson,Consumer,Seattle,Washington,United States,98103.0,US,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,12.2,High,Yes,United States
94,ES-2014-4472745,2/11/2014,2/15/2014,Standard Class,Bart Watters,Corporate,Oviedo,Asturias,Spain,,EU,South,OFF-AP-10004511,Office Supplies,Appliances,"Cuisinart Refrigerator, Black",2477.55,5,0.0,1040.55,273.88,High,Yes,EU
95,ES-2014-4472745,2/11/2014,2/15/2014,Standard Class,Bart Watters,Corporate,Oviedo,Asturias,Spain,,EU,South,FUR-FU-10003862,Furniture,Furnishings,"Advantus Photo Frame, Black",688.74,13,0.0,6.63,80.77,High,Yes,EU
96,IN-2014-58460,12/13/2014,12/19/2014,Standard Class,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,,APAC,North Asia,OFF-AP-10000675,Office Supplies,Appliances,"Hamilton Beach Stove, White",3242.88,6,0.0,421.56,271.59,Medium,Yes,APAC
97,IN-2014-58460,12/13/2014,12/19/2014,Standard Class,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,,APAC,North Asia,FUR-BO-10001598,Furniture,Bookcases,"Bush Corner Shelving, Pine",1002.72,8,0.0,451.2,77.72,Medium,Yes,APAC
98,IN-2014-58460,12/13/2014,12/19/2014,Standard Class,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,,APAC,North Asia,OFF-SU-10003473,Office Supplies,Supplies,"Elite Trimmer, Steel",123.21,3,0.0,49.23,6.49,Medium,Yes,APAC
99,ES-2013-1706935,4/5/2013,4/8/2013,First Class,Brian Stugart,Consumer,Clamart,Ile-de-France,France,,EU,Central,TEC-PH-10001066,Technology,Phones,"Apple Smart Phone, Cordless",1622.565,3,0.15,133.605,268.19,Medium,Yes,EU
